apples, drug, territory, bead, key, cabbage, minister, neck, jeans, income, credit, rifle, tomatoes, stem, needle, pigs, hour
-1, 1, 69b, }, -2910907, 1, 1, 0.001328, -47.734375, 1, 1, 0, 0, -102508854, toothpaste, 17, -0.000002
1, 0, fffc, g, 125055089467533, 47642, 1, -0.057129, 821.890625, 0, 1, 0, 1, 6484, , 0, 0.065696
-2, 0, 0, w, -801563651515, 1982421, 1, -1.649246, -0.031250, 0, 0, 0, 0, -224590770, lumber, 21, -0.000011
-82, 1, ffff, !, 229817782, 96021081, 1, 1032.727661, 159046.312500, 1, 0, 0, 0, 4711269, boats, 45, 0.397831
5, 0, 34, (, -21284771119896074, 27846095, 0, -20.404175, -20.093750, 1, 0, 1, 1, -51843, army, 30, -0.011507
-2, 0, ffc2, ?, 25146857, 2854, 0, -0.000015, 0.000000, 0, 1, 0, 0, -489208120, celery, 1, 19.987572
-1, 1, 0, Y, 4491450114, 180, 0, -7.589523, -3369.562500, 0, 0, 1, 1, 7721, pizzas, 2, -0.000010
-2, 0, 2d, +, 14282838156375865, 163057831, 0, 0.172119, -10.296875, 0, 1, 0, 0, 703676968, angle, 13, 0.027554
29, 0, e6f0, X, -254502306645426268, 64, 1, -486.250641, -234750.062500, 0, 1, 0, 0, 1754540184, quiver, 4, -0.000055
7, 1, f997, h, -13645872, 506, 1, -87.980453, -274.421875, 0, 1, 0, 0, 12, church, 16, -3.140714
-11, 1, fea4, z, 53758669304033, 58881624, 0, 0.346085, -4770314.921875, 1, 0, 0, 1, -1246581, reward, 7, 106.222824
-7, 0, f142, $, -4, 15, 1, 0.000015, 7385.640625, 0, 0, 0, 0, 8327961, cord, 1, -499.343811
-2, 1, fffe, #, 36204, 359, 1, 7.684708, -140.703125, 0, 1, 1, 1, -68199, pickle, 1, 0.091191
10, 0, fffb, >, 441387873744552023, 893800, 1, 25.028824, 3.250000, 0, 1, 1, 1, -10, attraction, 0, 0.000023
72, 1, ffe2, S, -270, 646, 0, 0.000076, 84218.015625, 0, 0, 0, 0, 38071, stamp, 29, -0.000344
-1, 1, fffe, 0, -1366993001312126840, 6444, 1, -0.000031, -16845.468750, 0, 0, 1, 0, 24, jar, 16, 0.000058
9, 1, 160a, @, 1349240301176744543, 3655898, 1, 12834.978760, 3434.062500, 1, 0, 0, 0, 1296970818, beef, 2, 14.511703
-5, 1, 1, I, -59113490193031816, 914, 0, 0.780106, 0.093750, 1, 0, 1, 1, 60547, , 25, -0.000045
-2, 0, ffff, -, -6146556555216, 170, 1, 3.716553, -20.171875, 1, 1, 0, 0, 5684831, salt, 1, -0.004359
-30, 1, fff8, 7, 173, 904983215, 0, 9.043137, 0.406250, 1, 0, 1, 0, -2, arm, 94, 0.000196
0, 0, 0, B, -55819656, 3653958858, 0, -0.001389, 19314.578125, 1, 1, 0, 1, 698998, toothpaste, 21, -0.000013
-3, 1, 331c, Q, -762, 2, 0, 0.015289, 860.750000, 0, 0, 1, 1, 3, volleyball, 8, 3.421614
-1, 0, ffff, z, 3844, 1224, 1, -3043.904510, 123.953125, 1, 0, 0, 1, -2, approval, 117, -0.051906
-50, 1, ffaa, +, -2224410353191736889, 4886, 1, -0.039963, -4372.343750, 1, 0, 1, 1, 752575, smash, 7, -0.032397
-12, 0, 3, F, -717839406, 20719322, 1, -4585.158188, 195312.906250, 1, 0, 1, 1, 7465, ground, 103, 44.556774
-9, 1, 5622, I, 18, 893800, 1, -0.120407, 174.000000, 0, 0, 1, 1, 21233, hand, 14, 0.000025
0, 0, b, ), -1059909, 98924, 1, 75.824951, -1.390625, 0, 0, 0, 1, -29764153, form, 156, 0.000095
52, 0, b871, r, -1316002940395, 158, 0, 0.010971, 10.718750, 0, 1, 0, 0, 7248, hill, 106, -7.274224
-6, 0, fd09, 1, 0, 314486011, 1, -383.603180, 0.046875, 0, 1, 1, 0, -2, reason, 81, 0.000001
-3, 0, 0, p, -69468622, 100315, 1, -0.000046, -13995.515625, 0, 0, 1, 0, 157725165, manager, 5, 0.072753
-1, 1, fffc, ?, -124960219132586, 952480, 0, 5774.192780, -0.015625, 1, 0, 1, 1, 32855091, wool, 1, 0.004217
-4, 0, fff3, c, -424058540, 11, 1, 0.621262, 0.031250, 0, 1, 1, 0, 10414, plantation, 4, 0.000878
-2, 0, ffff, 4, -618, 47553826, 1, 26.973206, 7817.250000, 1, 1, 0, 1, 5684831, toothpaste, 4, -0.003809
0, 0, ba, Z, 2261, 19473584, 1, 0.000443, 2219.828125, 1, 1, 1, 0, 33166640, ant, 14, 0.002783
1, 1, ffff, =, 150, 39911, 0, 0.001251, 64354.531250, 0, 0, 1, 1, 14, suggestion, 0, 0.000007
-2, 0, ffe9, a, 16576285641, 10714, 1, 329.659500, 18688.578125, 0, 1, 1, 0, -2229305, beetle, 2, -0.000043
2, 1, fff7, ], -4826692842138541, 1005905, 1, -0.006973, 44766.796875, 1, 0, 0, 0, -3746, cellar, 0, -0.001136
1, 1, 60d, 1, 1, 4409054, 1, 0.115875, 3030.031250, 0, 1, 0, 0, 216992, ticket, 26, -0.015082
-1, 0, 113c, 2, 9974246434001602, 588, 0, 0.000015, 543.750000, 0, 1, 1, 1, 4328015, , 52, -0.008692
1, 0, ffe3, j, -35653727, 2278, 0, 3.694641, -0.390625, 1, 1, 1, 0, 729584408, , 3, 0.462753
5, 0, fece, k, 4687911, 1455776507, 1, -0.008270, 7911.203125, 1, 1, 0, 0, 66, , 0, -0.000003
3, 1, a5c1, _, -1698409691529365, 90340527, 0, 347.109070, 6308.156250, 1, 1, 1, 1, -1802541766, nail, 250, 221.912231
2, 0, a3, H, -278693986319327, 34, 1, 0.019424, 44698.609375, 1, 1, 0, 1, 1, crib, 0, -0.000020
0, 0, 4, p, 7, 0, 1, -46.780579, 6.953125, 0, 0, 0, 0, -3450070, side, 0, 3.002134
1, 0, fff0, -, -1707, 402192, 0, 2701.106598, -1.734375, 0, 0, 0, 1, 1232126, bag, 14, 3.848398
-1, 0, 0, 5, 55324655580, 1, 1, -5.992737, 0.234375, 1, 0, 0, 0, 2457, toothbrush, 96, -0.031972
1, 1, 6, q, -84514, 308, 1, 0.028015, -24099.609375, 1, 1, 0, 1, -4, ticket, 1, -0.012758
15, 0, ee0c, H, -14, 106, 0, 2.197525, -15853.437500, 0, 1, 1, 0, -245547003, clouds, 59, 0.000006
43, 1, ffff, m, -226415367466, 61564241, 0, -2.467773, 0.015625, 0, 0, 1, 0, 1197976, brake, 207, 1.000000
6, 0, 3, t, 679, 8, 1, -1962.718201, 202264.171875, 0, 1, 0, 1, -46020895, cloud, 17, -0.001204
-73, 0, ca0, V, 15173382415776103, 1183, 0, 0.000381, 0.296875, 0, 0, 1, 0, 29, hot, 2, -0.015963
-89, 0, 12, 7, -443781022, 110127212, 0, 0.314270, -0.031250, 1, 0, 0, 0, 61, adjustment, 1, 0.000050
-3, 1, 0, K, 0, 100315, 1, -465.677521, 10.093750, 1, 1, 0, 1, 157725165, wealth, 5, 0.072753
-2, 1, ffe4, ?, 162000696543234530, 117142428, 1, 0.000854, 11.984375, 1, 0, 1, 0, -702, glass, 30, 0.025846
-1, 0, 2e, G, -71429346352, 136282153, 1, 685.228958, 0.000000, 1, 0, 0, 1, 4050775, quicksand, 3, 0.002764
3, 0, 0, [, -894667414381389118, 962, 0, 0.000015, 0.000000, 0, 0, 0, 1, -16, insect, 196, -0.030165
1, 0, fdc9, 0, 0, 32676552, 1, -0.000122, -1913.000000, 1, 1, 1, 0, 425, fire, 0, -0.369236
1, 1, fffe, U, 1560158, 8415621, 0, 123.830475, -445.546875, 1, 1, 1, 1, -9790, zinc, 3, -0.000001
-1, 0, fb36, V, -8023697482389077860, 71, 0, 0.002579, 11.156250, 0, 0, 1, 1, -2, dock, 2, 0.003759
-13, 1, 5cfb, b, -1, 5, 0, 0.618500, 23.781250, 1, 1, 0, 1, -9, government, 51, -27.307535
108, 0, 1347, [, 15435529374, 183739, 1, -0.000366, -0.015625, 0, 0, 0, 0, -111910223, mist, 12, -0.000435
-3, 1, ffe5, z, 5347291034528269, 630114, 1, -0.000015, 3299.203125, 1, 1, 0, 1, 0, wind, 2, 0.000007
-8, 1, 33, f, 20773859, 114, 0, -6900.438675, -264084.312500, 1, 1, 0, 1, -122394, throat, 1, 0.000000
1, 0, fe6d, S, 2152217848, 459577, 0, -0.000076, -0.031250, 1, 0, 0, 1, -26, dog, 5, 0.000236
-1, 1, fff8, 4, -7330312476388541, 0, 0, -0.000015, 0.000000, 0, 0, 0, 0, 339757, basketball, 0, -118.906227
-7, 1, fff0, P, 89274894272469559, 4685, 1, -0.003250, -5643.515625, 1, 0, 0, 1, -22, sisters, 0, 0.000015
-7, 0, fffd, @, 2642740478496506, 14686033, 0, 398.699615, 2029.203125, 0, 1, 1, 0, -43, stitch, 93, -0.005672
-2, 0, ffff, L, -332, 51501735, 0, -0.000015, 12827112.515625, 0, 1, 1, 0, -949400, hydrant, 0, -12.266524
-7, 0, 86, x, 6, 10768, 1, -0.206390, 1383637.937500, 1, 0, 0, 1, -101, plantation, 71, 1.144468
-1, 1, 1, ~, 105, 6014032, 0, 35.568024, -172.765625, 1, 0, 1, 0, -56, arithmetic, 54, 0.108749
0, 1, 1a, D, -8039781977054534676, 121, 1, -7585.497681, -0.078125, 1, 1, 1, 0, -3746, cellar, 127, -0.001056
21, 1, fd3f, {, -1128441363063, 1269, 0, 0.001770, 0.000000, 0, 1, 1, 0, -887, bird, 19, 180.886703
0, 1, 2e5e, |, -652687, 295947, 1, 0.005096, 4564.796875, 1, 0, 0, 1, 1, pump, 121, -0.000155
2, 1, c648, +, 69992277, 38319446, 1, -0.133194, -0.625000, 1, 0, 0, 1, -1106904, zoo, 0, 0.100399
-32, 1, fffd, q, -11631527629041, 12692960, 1, -0.118439, -21.671875, 0, 0, 0, 1, 9859, space, 84, 59.416599
-2, 0, 0, {, 806358281157705, 987895316, 0, 0.000122, -55577.578125, 1, 1, 0, 1, -1, laugh, 30, 11.859496
-1, 0, a, 8, -187, 1, 1, 0.001755, -0.015625, 0, 1, 1, 0, -293749949, dinner, 1, -15.556561
-1, 1, 84a, F, -24459031020582, 835786352, 1, -0.000229, -0.031250, 1, 0, 1, 0, 441614606, apparel, 2, -0.000828
-15, 0, ffff, U, 546900818409765, 6, 1, 0.723068, -5702.750000, 0, 0, 1, 0, 3080, history, 8, 0.919966
-1, 1, 69b, m, -2910907, 1, 1, -0.003143, 4.515625, 1, 1, 0, 0, -102508854, toothpaste, 17, -0.000001
0, 1, feb3, C, 3288, 153985, 1, 0.001266, -1691206.718750, 1, 1, 1, 1, -80, wax, 126, 0.000360
-3, 1, 1, i, -1666138993509, 7111817, 0, 10.863312, -0.125000, 0, 0, 1, 1, -859005, shelf, 2, -0.000252
-1, 0, c055, r, 3026714955, 91241, 1, -8.035645, 414997.578125, 1, 1, 1, 1, 563961, achiever, 30, 1.169158
-1, 0, 8d4, 4, -681857045591663, 549, 1, -335.985489, -0.203125, 0, 0, 1, 0, -747688875, seed, 115, 0.000020
-15, 1, fffd, S, -726, 384785681, 1, 0.002472, -31793.093750, 0, 0, 1, 1, 22, experience, 2, -0.000000
-1, 0, 1, o, 66342012429809, 103189437, 0, -0.000031, -3232128.203125, 1, 1, 1, 1, -211, government, 56, 0.000000
-1, 0, 1, o, 66342012429809, 103189437, 0, -0.000031, -3232128.203125, 0, 1, 1, 1, -211, government, 56, 0.000000
1, 1, fd9d, L, -927618729150168, 110328275, 0, -33.824814, -4.218750, 1, 0, 1, 1, -457170212, condition, 0, 0.000007
-63, 0, fe77, %, 2952107294726, 75, 0, 0.000168, 2637973.796875, 0, 0, 1, 1, 916, engine, 3, -299.249878
-29, 1, 5, T, 443413441572921, 6428, 0, -0.000107, 0.109375, 0, 0, 1, 1, -32, experience, 109, 0.000010
102, 0, 0, #, 39606072601, 4264, 0, 0.677383, 0.000000, 1, 0, 1, 1, 21844232, bedroom, 55, 0.000207
0, 1, 0, 2, -923102273502037, 17051, 1, 0.000870, 0.000000, 0, 0, 0, 1, 491975, calendar, 0, -33.885559
0, 1, 2, >, 1029404986097, 170938286, 1, 6666.556656, 143776.375000, 0, 0, 0, 1, 733, , 17, -0.000024
-7, 0, fbaa, @, 2642740478496506, 20498078, 0, 398.699615, -0.031250, 0, 1, 0, 0, 2950343, wine, 93, -0.005672
-1, 0, eaf2, ?, -2146171504112, 11545457, 1, -29.216476, 32467.890625, 1, 0, 1, 1, 1, volleyball, 14, -430.142975
-1, 0, 5aba, *, 2538539833722517955, 18, 0, 4745.368881, -7.593750, 1, 1, 1, 1, -57, , 18, 0.123214
5, 1, feb3, %, 54761942086, 153985, 0, 0.001266, -46120.953125, 0, 1, 1, 0, 129, stitch, 126, 0.000360
-1, 0, fffe, s, -123882001, 67481, 0, -8869.998596, -0.562500, 0, 1, 0, 1, -9369619, light, 3, -0.161709
-8, 1, ca95, 3, -160337393354, 4386171, 1, 53.984711, 0.015625, 1, 1, 0, 0, -2710117, pollution, 0, 0.000055
5, 1, c, R, -4286470352401655494, 1580440967, 0, -0.000244, 0.343750, 0, 1, 1, 0, -73, frog, 55, 5.130962
6, 0, 63, ., 161925683565829618, 7186, 1, 0.180496, -25976.578125, 0, 0, 0, 0, -62637, fact, 3, 53.048279
-1, 1, fffe, +, 7, 58, 0, 0.008606, 0.000000, 1, 1, 0, 0, -4388, house, 16, -1.725766
10, 1, fff8, <, 3032, 51501735, 0, 0.000046, 12827112.515625, 1, 1, 1, 0, -250213, letter, 0, -12.266524
-1, 0, ffff, !, 19401722, 96021081, 0, 0.018921, -119.296875, 0, 1, 1, 1, 4711269, wash, 45, 0.397831
-27, 0, 7b, T, -575962, 232, 1, 0.045990, 12265758.937500, 1, 0, 0, 0, 117325, zoo, 12, -0.104283
23, 1, 670, q, 415, 32486057, 0, -279.051254, 1.000000, 0, 0, 1, 1, 885708, , 18, -962.384766
14, 0, dc, ;, -3392334199060, 1455776507, 1, -0.017838, 2.109375, 0, 1, 1, 0, 50, rabbits, 0, -0.000003
-1, 1, 19, s, -46986, 2, 1, 0.014725, 521.546875, 1, 1, 1, 1, 1, sidewalk, 17, 2.308365
0, 0, 0, @, 41702339821, 170, 0, 398.699615, -8.046875, 0, 1, 1, 0, 2950343, playground, 93, -0.005672
4, 0, fff9, ), 1053939, 157574, 0, -13438.683853, -29127.296875, 0, 1, 0, 1, -2, toothpaste, 6, -0.000007
-1, 1, fd58, y, -1, 21, 0, -0.802582, -9175.968750, 1, 0, 1, 0, 13519, plantation, 0, -0.213276
-1, 0, 50, &, -5985282976, 5, 0, 4.339890, -0.031250, 1, 1, 1, 0, -1, gun, 7, 54.294273
-26, 0, 23, {, -4218708257, 308050, 1, 0.002792, -499.078125, 0, 0, 1, 0, -978945, yarn, 1, -0.000001
22, 0, 0, 0, -26045055069520, 32676552, 1, -211.916443, 0.000000, 1, 1, 1, 0, -7744852, fire, 0, -0.369236
0, 0, 167, 3, 11489, 13104, 0, 3.992996, -3.015625, 1, 0, 0, 0, -755, rainstorm, 1, -24.508329
3, 0, a1, z, -10395430130, 1, 1, 510.968018, -87612.328125, 1, 1, 1, 1, 118, work, 1, 0.490487
7, 1, fffe, F, 75725494781785889, 348819, 0, 0.000198, -244782.812500, 1, 1, 0, 1, 828488931, scent, 8, 0.000065
-11, 1, fea4, g, 53758669304033, 58881624, 0, 0.346085, 3242.156250, 1, 0, 0, 0, -1246581, reward, 7, 106.222824
-3, 0, fffc, a, 9931793, 4, 1, 0.019882, 35.703125, 0, 0, 1, 1, 3804, giants, 1, 0.000002
67, 0, 2, n, 129461679393, 2888122, 1, -0.000061, -30.609375, 0, 1, 0, 1, -761, airplane, 0, -97.909843
-1, 1, dec, =, 164, 430171, 1, 8048.357819, -7.859375, 1, 1, 0, 0, -522379, question, 16, 0.000058
-61, 1, f3c, C, -603738988315, 4055, 1, -0.009338, 0.000000, 1, 1, 1, 1, 1984, crack, 27, -0.001802
47, 0, ffef, f, 118801315, 459577, 0, 16.484741, 85.031250, 1, 1, 0, 0, -11879, dog, 5, 0.000236
-2, 0, 84, M, 443413441572921, 6428, 0, -0.000107, 3628.765625, 0, 0, 1, 0, -1, van, 109, 0.000010
11, 1, 36, E, 406485642, 95691, 0, -1.518311, -142246.718750, 0, 1, 1, 1, -464, scene, 10, -0.000000
8, 1, fa13, W, 237058102, 765788, 1, -0.000229, 199766.625000, 1, 0, 1, 1, -16, volleyball, 55, 0.000005
2, 1, a5c1, _, -1698409691529365, 90340527, 0, 347.109070, 0.000000, 0, 1, 1, 0, -1802541766, nail, 250, 221.912231
-2, 0, 3d7, R, -94989, 1731935, 1, 0.000076, -101.984375, 0, 0, 1, 1, -16, spy, 90, -0.000004
-1, 0, ffb9, f, 976086197, 2785, 1, 0.517868, -14736.625000, 0, 0, 0, 0, 110557, tail, 11, -90.606964
29, 0, e6f0, &, -179, 64, 1, -0.023041, -234750.062500, 1, 1, 0, 0, 1754540184, twig, 4, -0.000055
-2, 0, 13, C, 5896706256, 987895316, 0, -0.030670, -55577.578125, 1, 1, 0, 1, -1, laugh, 30, 11.859496
-1, 0, 1, Y, -46048493350, 3, 0, 1.000000, -0.140625, 0, 1, 0, 1, 20, cast, 3, -2.341765
-1, 1, ff61, E, -197, 1288315, 1, -0.022491, 0.812500, 0, 0, 0, 1, -11754, scarecrow, 5, 0.000001
11, 1, 0, c, -3477639176, 176473389, 1, -118.796478, 0.000000, 0, 1, 1, 0, -64833744, snails, 1, 15.211925
5, 0, fee8, c, -4069083488077, 351, 1, 9.851242, -1644840.718750, 1, 0, 1, 0, -1541, toothbrush, 107, 0.000016
-39, 0, 3, v, 137226638, 66888, 1, 175.102325, -0.953125, 0, 1, 0, 1, -143151, ladybug, 146, -177.288116
22, 1, f791, B, -314987704, 2173, 1, -0.021622, -239.171875, 0, 0, 1, 0, 2786, force, 5, -0.474238
23, 0, 22, u, 2, 6, 1, -0.014786, -0.093750, 1, 0, 1, 0, -1, rock, 1, 0.000011
8, 1, eec8, x, -406, 4082145, 0, -0.000565, 1.531250, 1, 0, 1, 0, -255053533, clouds, 0, -0.344391
111, 1, 0, K, 22381, 1192153805, 0, -0.527466, -153262.656250, 1, 1, 1, 1, -360892028, parent, 4, -1.374556
-3, 1, fff9, O, 90595115710, 5336918, 1, -0.000015, -0.015625, 1, 1, 0, 0, 809441913, opinion, 5, 0.000002
4, 1, ffdc, ~, 1, 1023303993, 1, -0.000824, 232681.515625, 1, 1, 0, 0, -513579932, ghost, 7, 0.001217
-89, 0, e7db, @, -63998256973, 110127212, 0, 0.314270, 3183.875000, 0, 0, 1, 1, -1887867078, ant, 1, 0.000050
-1, 1, ff66, ., 5977949, 92555696, 0, 3.605469, -7368270.640625, 0, 0, 1, 0, -311, celery, 4, 0.051943
2, 0, 4, K, -332221, 1349, 1, 0.013962, -213280.671875, 1, 0, 0, 1, 251415722, fall, 71, 1.144468
-2, 0, fc48, U, 319718911, 3, 1, -0.000015, -7341.546875, 1, 0, 1, 1, -98797, giraffe, 58, -0.000213
8, 0, fff5, B, 6223867526, 1, 1, -9.756882, 0.203125, 1, 0, 1, 0, 73, front, 3, -0.064724
-3, 1, 10f, k, -4105521563527089, 3, 1, 0.894394, -0.140625, 1, 1, 0, 0, 1, record, 7, -0.000058
1, 1, 56, o, 0, 0, 0, 0.002823, -0.906250, 0, 0, 0, 1, -5, guide, 26, -5.332989
37, 1, fffe, h, 6460816035318304472, 194644, 0, -0.104065, 2341.593750, 1, 1, 1, 1, -930110, war, 5, 0.007055
52, 0, fffe, 6, 3877029001991997808, 359, 1, 7.684708, 3238963.468750, 1, 0, 0, 0, -16602, mouth, 1, 0.091191
1, 0, 19, |, -1252229252001, 92825041, 0, -0.000015, -31.812500, 1, 0, 1, 1, -516, chicken, 5, -0.003722
-58, 0, ffc5, 4, -519452559103363, 15, 0, 0.004227, 7675.359375, 0, 0, 1, 1, 2, mom, 1, -0.155323
2, 0, 45f0, V, -173, 47, 1, 2788.897369, 8294.953125, 1, 0, 1, 1, -927129, toothbrush, 4, -0.000463
-1, 0, 1, 2, -58, 342972, 1, 0.000031, -1892.000000, 0, 1, 0, 1, -816, worm, 3, -0.791530
-1, 1, ffff, C, 17941880389336358, 55043, 1, -503.862350, 508238.843750, 1, 0, 0, 0, -101830242, limit, 5, 0.000002
4, 0, feb2, a, 450, 43988, 1, 1.001816, 590.421875, 0, 1, 1, 1, -369028, ring, 10, -2.725285
-29, 0, 1c, &, -41, 75, 0, 237.363373, 2637973.796875, 1, 0, 0, 1, 325299, soda, 3, -299.249878
-1, 1, 1a, k, 366273, 43123, 0, 0.001526, -0.015625, 1, 0, 1, 1, -4687, rhythm, 1, -11.380054
-5, 0, 61, V, -8959, 13115676, 1, 14225.173569, 2920309.968750, 0, 1, 1, 1, 2, , 24, 5.613202
-3, 0, fc72, F, 778, 922, 1, 820.098724, -0.187500, 0, 1, 1, 1, 7516587, earthquake, 85, -0.000001
74, 0, fc48, 9, 458842837857, 3, 1, -1975.857132, -307.515625, 0, 0, 1, 1, -98797, plastic, 58, -0.000213
-1, 0, ffef, *, -71572546932633, 423392445, 0, -25.167709, 40277.281250, 1, 1, 1, 1, -1043463, volleyball, 50, 0.000005
-11, 0, fefd, g, 353515970255, 58881624, 0, -0.000015, -48112.515625, 1, 0, 1, 0, -887, reward, 7, 106.222824
3, 0, 2, /, 1, 4409054, 1, 0.115875, -0.218750, 1, 1, 0, 0, -98571, pin, 26, -0.015082
3, 0, fffd, 8, -316076180, 1066181, 0, 0.339630, -72.546875, 1, 1, 1, 0, 17480784, knife, 0, -3.408721
-2, 0, 0, +, -2224410353191736889, 4999885, 1, -0.039963, 0.234375, 1, 0, 0, 1, 2457, , 96, -0.031972
20, 0, ffd8, 2, -4843427768294495, 9, 1, -5235.106827, -4250935.656250, 1, 0, 1, 0, 587, wilderness, 142, 570.281982
-63, 1, ffff, ~, 1303849, 26834241, 0, 0.000183, 62691.812500, 0, 1, 0, 0, -1648, time, 173, -0.116289
29, 0, 6, U, -10777015972858750, 396763, 0, -5690.446014, 0.406250, 1, 0, 1, 1, 6170366, maid, 0, -7.692189
-15, 1, 32, G, -22, 103189437, 0, -2.078705, 1031056.328125, 1, 1, 0, 0, -1578, oil, 56, 0.000000
52, 1, ffff, $, -1, 170938286, 1, 0.000000, 56884.328125, 0, 0, 0, 1, -873769911, attraction, 17, -0.000024
-1, 1, d78, ^, -14849330, 6014032, 0, 35.568024, -1518.187500, 1, 0, 1, 1, -56, flowers, 54, 0.108749
-3, 0, de54, q, -65148617609777233, 502140, 1, -0.000061, -523943.687500, 1, 1, 0, 0, -1, son, 0, 0.000501
-1, 0, ea02, I, 116, 5228, 1, 0.022598, -168842.921875, 0, 0, 1, 0, 439, earthquake, 112, -99.195892
3, 1, ff3b, F, 101, 362494734, 1, -0.293564, 506391.843750, 1, 0, 0, 1, -7170, blade, 62, 0.000420
-1, 1, ffff, X, -59113490193031816, 3547603, 0, 0.006958, -4.375000, 0, 1, 1, 1, -10072319, mint, 25, -0.000045
17, 0, fffc, A, -443428995, 708428, 1, 0.543213, -213280.671875, 0, 1, 1, 1, 251415722, babies, 81, 1.018046
-2, 1, 40, P, -733573, 987895316, 0, 0.492889, -55577.578125, 0, 1, 0, 0, 418203, wine, 30, 11.859496
3, 1, fe94, h, -19413, 9, 0, -0.000015, 1345.875000, 1, 0, 1, 0, 436, wilderness, 1, -0.000009
17, 0, fffa, m, -320314, 15, 1, 0.034714, -0.171875, 0, 1, 1, 0, -393740, fuel, 1, -499.343811
0, 0, ffec, A, 307658301476677854, 117142428, 1, 0.295334, 0.000000, 0, 1, 1, 0, 7543, comparison, 30, 0.025846
-1, 0, ffff, +, 35179, 2083044990, 1, 0.038879, -0.046875, 0, 0, 1, 0, -241, comb, 97, -424.832672
1, 1, 3, N, -897026027908330666, 12, 1, 0.000092, 36.046875, 1, 1, 1, 0, 71347, addition, 3, -0.785175
-1, 1, ffff, 4, 18854983622304728, 9886, 0, 1.227036, 18984.562500, 0, 1, 0, 0, 23131994, punishment, 102, -0.000283
0, 1, fedf, R, 5, 59078, 1, 66.018982, 0.046875, 1, 1, 1, 1, -87158345, statement, 8, 0.919966
-81, 1, 1, Z, -59113490193031816, 914, 1, 0.001144, 0.000000, 1, 1, 1, 0, 251818, word, 25, -0.000045
1, 0, ffa3, Y, -11385978600, 29, 1, -15.983170, -7185672.156250, 1, 1, 0, 0, -10177, instrument, 124, 101.605980
-24, 1, fffc, <, 750362734, 51, 1, 256.101486, 0.187500, 1, 1, 0, 0, -49775388, creature, 120, -0.000011
-2, 0, c, f, -87293378554544, 494358384, 1, 0.044540, 0.187500, 1, 0, 1, 1, 1, clock, 14, -85.246574
6, 0, 4a1, #, -190074397200, 0, 1, -0.001099, -505667.281250, 1, 0, 0, 1, -16, believe, 1, 0.000000
11, 0, 61, V, 7437886, 13115676, 1, -0.000229, 1587.859375, 0, 1, 1, 0, 2, effect, 24, 5.613202
3, 0, fc97, ;, 14325206640, 471157, 0, -0.000046, -767.937500, 1, 0, 1, 1, -1, attack, 2, 0.211841
-122, 0, ff98, <, 8228271307, 30, 0, -9393.407227, -22814.000000, 0, 0, 1, 0, 92, giraffe, 25, 1.000000
-24, 0, 6, G, 10798, 396763, 0, -5690.446014, -1039.296875, 0, 0, 1, 0, 6170366, blow, 0, -7.692189
5, 1, fe37, f, 14929, 47, 0, 0.509140, 8294.953125, 1, 0, 0, 0, -927129, arithmetic, 4, -0.000463
9, 0, ffe3, |, 1789667888231, 4833, 1, -1764.004242, -8781057.921875, 0, 0, 1, 0, 56344748, kettle, 8, 0.001838
14, 1, fff8, x, 19453728007300654, 708105, 1, 0.000000, 1318.421875, 1, 1, 0, 1, -38, move, 70, -192.203506
48, 1, f142, $, -4, 15, 1, -970.575623, 0.000000, 0, 1, 0, 0, -10620, sister, 1, -499.343811
-1, 1, 8, e, -4, 15, 1, -970.575623, -0.015625, 0, 1, 0, 0, -393740, playground, 1, -499.343811
-1, 1, 4, 1, 35174163198, 95962537, 0, -0.002228, 26.250000, 0, 1, 1, 0, 2816129, coat, 7, 0.000020
6, 0, 1b, 8, -236308710103004494, 28664354, 1, -0.000015, -242799.062500, 1, 0, 0, 0, 0, father, 5, -0.474238
0, 0, ff88, }, 553425202, 84487385, 0, 0.014694, 1.500000, 0, 1, 0, 0, 3798, lift, 84, -0.000112
3, 0, ffcc, ], -15100491642359, 25, 1, -6396.281738, 109.234375, 1, 0, 0, 0, 2509812, beggar, 3, -0.001338
-122, 0, 5f, <, 8228271307, 111606, 0, -180.446365, -0.015625, 1, 1, 1, 0, -6976743, paint, 0, 0.003006
3, 0, aad, 9, 6473484769958689437, 2699349804, 0, -0.968979, 0.000000, 0, 0, 0, 1, 170959570, , 20, -113.541695
-2, 1, fdf7, T, 369878240716678097, 14, 1, 0.149399, -0.046875, 1, 0, 0, 1, -51556, , 1, 0.000050
84, 0, ff35, ., 388, 1, 0, 0.044724, 6.562500, 1, 1, 0, 0, -416, toothpaste, 1, -0.000001
-2, 0, 35, ;, 889874, 2386574, 1, 0.000076, -1968587.421875, 1, 0, 1, 1, 517655727, street, 229, 0.000005
36, 0, 0, u, -4105521563527089, 3, 1, 0.006851, 5460072.390625, 0, 1, 0, 1, 1, burn, 7, -0.000058
96, 1, b6b, _, -70482119, 105179, 0, -204.244492, 97.562500, 1, 0, 1, 1, -9418931, gun, 0, -0.001778
-4, 1, fda1, r, -66, 180, 1, 0.000000, -15.859375, 1, 0, 1, 1, -208998, science, 2, -0.000010
0, 0, c, ;, 11, 6, 0, 0.000061, 0.031250, 1, 0, 0, 0, 6361, car, 5, -951.600952
